,Nb_Tweets,Nb_Positive_Tweets,Nb_Negative_Tweets,nb_Neutral_Tweets,text,Sentiment_Score,Party,Name,Category
2016-06-01,111,40,24,47,"['next leader come camp means borisjohnson andrealeadsom', 'saw hospital stay son nhs immigrants lifeblood', 'little reassurance gang nice borisjohnson', 'right message borisjohnson vote jars london vote via cityam', 'win mean never see hear fucker wanker borisjohnson take fucker gove', 'final word borisjohnson help make decision today vote', 'yes borisjohnson let take back control let take back control', 'must admit independence day line borisjohnson good soundbite substance lies', 'powerful points london mayor sadiqkhan load nonsense old mayor borisjohnson welldone sadiq', 'message sir nicholas soames never late change mind borisjohnson https', 'realise importance protecting trade borisjohnson talks immediate withdrawal jurisdiction', 'counted ad hominem attacks itv debates nicolasturgeon towards borisjohnson', 'great visual retreat isolation europe answer', 'given side account leave argument gets eu borisjohnson', 'dominicfarrell scene macbeth side false face must hide false heart doth know borisjohnson', 'despite several barbs political ambitions side borisjohnson clearly decided rise bait', 'yes save nhs eu ttip peril', 'yet misinformation borisjohnson perhaps another fact good check', 'gove borisjohnson attacking left believe will', 'borisjohnson obsession moves bananas bullfighting well one step closer https', 'borisjohnson force handed etonian pm batton eventually', 'much racism evolving come borisjohnson help us prevent uk becoming racist', 'thus far borisjohnson suffered consequences saying thing', 'according borisjohnson won apart details brexiting free movement people yadder yadder', 'borisjohnson word camp now add balance rabid scaremongering eu brit politicians', 'borisjohnson camera equipment wanted order abroad became expensive night', 'quote career borisjohnson vote', 'borisjohnson basically victorian version zapp brannigan vote', 'sure borisjohnson picked glastofest dates devilish plot discourage votes young', 'independence day borisjohnson bit grotesque coming country held sway world population', 'independence borisjohnson hopefully people will see theatricalities empty promises vote', 'borisjohnson shameless careerist insecure ugly men us uk ugly inside', 'late tory result facts ruthdavidsonmsp got way borisjohnson argument', 'rosiejanele borisjohnson says apologise economic crash wealth will protect', 'borisjohnson try distance nigel farage repeat says vote', 'borisjohnson called amnesty illegal immigrants wants increase immigration outside eu https', 'personal attacks debaters borisjohnson unnecessary talking side putting', 'stating facts talking rubbish blonde one keeps looking notes must david cameron borisjohnson pm', 'nhs equally risk pythons tories destroy nhs', 'borisjohnson picking figures hat show says vision even know starting', 'someone tell borisjohnson ca choose à la carte wants eu', 'final word borisjohnson help make decision today vote', 'sadiqkhan asks borisjohnson plan answer boris take see', 'sadiqkhan demands plan borisjohnson', 'hear borisjohnson say take back control vast sums money perspective please', 'significant comment mfletchertimes borisjohnson years distorted eu reporting https', 'dummies borisjohnson cutting us rest europe work mcsaatchilondon', 'borisjohnson deserves huge credit staying calm assured despite relentless shouting personal attacks', 'borisjohnson says wants us part zone iceland russia literally cold', 'borisjohnson newcastle benefited eu membership', 'will trash comments true borisjohnson answer https', 'real straight talking borisjohnson let', 'ca argue logic common sense borisjohnson pleased agrees', 'yet misinformation borisjohnson perhaps another fact good check', 'john major risk borisjohnson', 'gove borisjohnson attacking left believe will', 'fibs borisjohnson laws come eu', 'borisjohnson drifted away one nation conservatism deceit immigration says john major', 'dave prentis warns lies borisjohnson michael gove nhs', 'yet hear single logical reason leave lies lot', 'hate point look control jack', 'barclaysukhelp will accept apology borisjohnson lieu mortgage payment vote leave', 'let make tomorrow independence day fear mongering gove farage borisjohnson', 'late tory result facts ruthdavidsonmsp got way borisjohnson argument', 'borisjohnson getting grumpy using prof minford', 'wonder borisjohnson got line https', 'smug ignorance andrealeadsom borisjohnson mark careful folks', 'ruthdavidsonmsp good enough borisjohnson et al', 'rather secure future ivotestay apology borisjohnson', 'michaelwhite even worse borisjohnson grinning ear ear', 'sheer hypocrisy borisjohnson turkish advocated turkey joins eu', 'continual debunked lies leave campaign almost parody point', 'june stand take back country borisjohnson ids michael gove make gb proud', 'borisjohnson arrogant lust power oblivious harm causes sickens far right', 'borisjohnson cutting us rest europe great work mcsaatchilondon', 'man borisjohnson stature need facts gets straight little red book', 'lies wrong information borisjohnson', 'gove supports cameron sacked education cabinet post borisjohnson promised andrealeadsom', 'german wife living uk paid uk taxpayer borisjohnson turkish immigrants', 'borisjohnson michaelgovemp command respect come opposite', 'borisjohnson dear mr johnson need take concrete steps fast allay panic camp thank', 'wondering clarification donation bnp stevehiltonx borisjohnson', 'pics today vip passenger borisjohnson', 'borisjohnson mgovemp voting uk stay eu', 'detailed plan borisjohnson giselastuart andrealeadsom trust politician thanks', 'yes independence borisjohnson mgovemp proper politicians please https', 'take back control repeated borisjohnson v strong argument sadiqkhan', 'got exemption integration borisjohnson know', 'terrifying people whopping clapping complete nonsense outright lies borisjohnson brexiters', 'message sir nicholas soames never late change mind borisjohnson https', 'june take country back borisjohnson demagogue politics hate despair', 'chance step back debate admit wrong toxic', 'let borisjohnson repaint battlebus watch video sign petition infactsorg https', 'borisjohnson fucked please stop fucking whole bloody nation', 'seriously taking debate borisjohnson taking pasting ladies', 'housing crisis arisen lack affordable housing built stopped ratio mayor', 'real straight talking borisjohnson let', 'yet lies borisjohnson fool one pump clip', 'borisjohnson well takes one know one one elite another https', 'borisjohnson suffer verbal abuse scum bag supporters said animals funny table turns', 'lies', 'condemn hate preachers borisjohnson back stone whence came zakgoldsmith', 'nasty newspapers borisjohnson mgovemp', 'factual arguments borisjohnson bbcdebate pure political opportunism', 'borisjohnson numbers car imports germany incorrect dysons produced far east', 'continual debunked lies leave campaign almost parody point', 'thought suggestion camm originally borisjohnson', 'borisjohnson says laws uk come brussels reality even', 'funny earn money pm preach time people', 'borisjohnson taking pasting pace', 'call borisjohnson wants know rebrand need sodding swing']",0.007280219780219781,Conservative,Boris Johnson,Stay in EU
2016-06-01,11,7,3,1,"['team got great response audience clear win important vote economy jobs thursday', 'team got great response audience clear win important vote economy jobs thursday', 'good response bromley residents today conservativesin message brandonlewis trussliz', 'pm back eu jobs growth put', 'turkey key nato ally don t u want modern democracy u know long way joining eu', 'absolutely right pm clear risks jobs people s incomes quitting eu', 'overwhelmingly positive response commuters morning wanting remain eu job opportunities trade', 'positive reaction commuters morning conservativesin', 'experts say saving quitting europe s cost quitting europe s single market million customers', 'pm want cut single market conservativesin', 'brandonlewis pm want cut single market conservativesin leave via eea sorted']",0.28379870129870144,Conservative,Brandon Lewis,Stay in EU
2016-06-01,1,1,0,0,['great afternoon hearing bphillipsonmp gloriadepiero julieelliottmp sharonhodgsonmp'],0.8,Labour,Bridget Phillipson,Stay in EU
2016-06-01,1,0,0,1,['met man scotstoun moved spain became uk citizen told ineligible vote'],0.0,Scottish National,Carol Monaghan,Stay in EU
2016-06-01,2,1,0,1,"['carolineflintmp right grass roots great leadership jeremycorbyn sorely lacking', 'yes carolineflintmp']",0.5428571428571429,Labour,Caroline Flint,Stay in EU
2016-06-01,54,34,7,13,"['yet vitriol bigots appears fascism rise young carolinelucas https', 'feel right stripped yr old carolinelucas npr', 'probably eloquent argument carolinelucas revkin johnrhanger joshfoxfilmhttps', 'clear message greens today', 'wonderful message carolinelucas must https', 'strong positive case carolinelucas', 'good carolinelucas https', 'retweeted caroline lucas carolinelucas proud part team great work fantastic', 'proud part team great work fantastic bbcdebate panel wembley amazing', 'incredibly inspiring speech british mp carolinelucas uk must eu https', 'great point carolinelucas problems often problems global warming', 'great refreshing hear carolinelucas hamza prominent official campaign', 'brexit screw british rock bands guest blog https carolinelucas sianberry thegreenparty', 'great pieces information fact carolinelucas watch say', 'great work carolinelucas arguing reasoned informed opinion immigration nhs hope people listen', 'far reasonable kindly convincing contribution either side carolinelucas', 'shame one corbyn labour arguing compellingly carolinelucas er bbcanyquestions', 'sad hear carolinelucas defend money club unless u follow neway', 'tense jreybbc continental flooding climate without borders fix carolinelucas https', 'carolinelucas clear message greens today yeah fucked', 'please convince parliament thing save us suicide nullify', 'sadiqkhan carolinelucas london leaves becomes independent uk brighton hove join', 'took anything debate carolinelucas definitely completely brilliant', 'particularly good performances ruthdavidsonmsp carolinelucas timfarron tonight', 'carolinelucas nice hear used panache irony campaign', 'great arguments tonight timfarron carolinelucas b team table', 'go casual ageism wonder carolinelucas uses', 'well done carolinelucas case well argued courteously done position first hand experience knowledge', 'excellent probing questions carolinelucas', 'sad hear carolinelucas defend money club unless u follow neway', 'clear message greens today', 'hours go polls open message hope weareeuropeuk greenerin https', 'proud part team great work fantastic bbcdebate panel wembley amazing', 'particularly good performances ruthdavidsonmsp carolinelucas timfarron tonight', 'migration goes two ways says carolinelucas neat summary someone platform', 'spot carolinelucas migration goes ways freedom work live study europe', 'take party always opposed privatisation safer remain eu', 'carolinelucas made natty graphic based data brightonhovecc', 'carolinelucas highlights come eu countries claim benefits', 'nice hear nontory staying carolinelucas', 'hand stop carolinelucas making passionate case', 'watch carolinelucas video last saturday remain eu https', 'butterfies bees put risk influx uk carolinelucas', 'carolinelucas clear message greens today yeah fucked', 'taking pause campaigning making sure message still clear', 'fantastic stuff carolinelucas https', 'hopeful eloquent words carolinelucas https', 'brilliant clear positive messages carolinelucas humzayousaf', 'thank carolinelucas thinking massively benefit free movement reformed', 'good luck carolinelucas team supporting cheap seats', 'great video carolinelucas thegreenparty mutual benefits free movement https', 'carolinelucas made natty graphic based data brightonhovecc', 'nice hear nontory staying carolinelucas', 'good luck carolinelucas team supporting cheap seats']",0.35435497835497826,Green  of England and Wales,Caroline Lucas,Stay in EU
2016-06-01,3,3,0,0,"['clear support thejournalnews today eu best thing ne https', 'clear support thejournalnews today eu best thing nehttps', 'great front page thejournalnews important day today']",0.5666666666666667,Labour,Catherine McKinnell,Stay in EU
2016-06-01,1,1,0,0,['charlieelphicke nsoamesmp good morning sunny scotland'],0.7,Conservative,Charlie Elphicke,Stay in EU
2016-06-01,5,2,1,2,"['chionwurah scienceatlife newcastle ne england benefits hugely science research', 'sadly expect anything different', 'huge thank chionwurah jesjoejac ian stark chemoxy representing campaign', 'looking forward north east gain uklabourinhttps', 'got worried moment thought called reinforcements germany chionwurah']",0.020000000000000028,Labour,Chi Onwurah,Stay in EU
2016-06-01,1,0,0,1,['nothing insulate poorest communities recession leave'],0.0,Labour,Chris Bryant,Stay in EU
2016-06-01,1,1,0,0,['scotland benefits greatly eu tomorrow'],0.8,Scottish National,Chris Law,Stay in EU
2016-06-01,2,1,0,1,"['hope something similar vote comes https wesstreeting mikegapes', 'will retweeting great reasons tomorrow mp']",0.4,Labour,Christian Matheson,Stay in EU
2016-06-01,18,10,3,5,"['cant believe bitterness uk great independent country prefer tied eu', 'stand let chukaumunna lead party let many failing secure votes working class', 'absolutely wonderful speech sheila passionate heartfeltl agree wonderfullady', 'chukaumunna suppose camp will say eu keeps moon falling onto flat earth next', 'chukaumunna head interpol brit importantly carmarthen keeping wales safer', 'chukaumunna really nice piece evening standard today', 'lbc nickferrarilbc chukaumunna knew warsi side stands alone knowledge', 'certain hear convincing pitch car dealer chukaumunna round blairite', 'well found really beneficial see ridiculous scare mongering', 'clear message chukaumunna theopaphitis', 'chukaumunna says businesses islands pay receive businesses across eu', 'people walks life backing david beckham', 'arrived rainy debate', 'watch live londonlive https', 'eu referendum debate nigel farage vs chuka umunna live today', 'steady chukaumunna neatly retweeted article scum wipe smirk murdoch face', 'got beaut chukaumunna eve wish labour mp positive eu', 'racist']",0.2033008658008659,Labour,Chuka Umunna,Stay in EU
2016-06-01,2,1,0,1,"['massive respect sarahwollaston decision move brexit protect', 'good short video eu vital workers rights https labourlewis']",0.19999999999999998,Labour,Clive Lewis,Stay in EU
2016-06-01,6,2,0,4,"['polls now open let weather stop making historic decision', 'great summary ruthdavidsonmsp sure vote leave peoples jobs line', 'leave say want immigration outside eu australia double immigration points system', 'eurozone exempt paying bail outs', 'independent respected imf clear exit eu likely entail substantial economic financial costs', 'britain negotiating position strength left eu https']",0.13333333333333333,Conservative,Damian Collins,Stay in EU
2016-06-01,3,2,0,1,"['excellent danjarvismp fooled brexiteers lies false promises', 'north gain uk remaining eu', 'great danjarvismp leaving eu huge blow northern cities https']",0.45,Labour,Dan Jarvis,Stay in EU
2016-06-01,1,1,0,0,['watched yet best arguments voting'],1.0,Scottish National,Danielle Rowley,Stay in EU
2016-06-01,1,1,0,0,['brilliant letter mp davidcrausby outlining'],0.9,Labour,David Crausby,Stay in EU
2016-06-01,1,0,0,1,['food thought daviddavismp trying decide https'],0.0,Conservative,David Davis,Stay in EU
2016-06-01,3,3,0,0,"['great join teams evening berkhamsted chorleywood response commuters positive', 'good response chorleywood commuters yesterday good response rickmansworth commuters today', 'positive response chorleywood commuters morning martin']",0.5309090909090909,Conservative,David Gauke,Stay in EU
2016-06-01,8,4,1,3,"['brilliant davidlammy speaks truth needs support everyone agrees disaster', 'statement davidlammy michelemooreed jeremycorbyn', 'davidlammy going champion one campaign speaking', 'take lead kim dprk away democracy altogether simpler davidlammy', 'sheer arrogance contained davidlammy astonishing say voter', 'suck love called democracy lies insults', 'davidlammy toys seemed fallen lie well seen many', 'take lies side comments naive show need eu']",0.35000000000000003,Labour,David Lammy,Stay in EU
